2019-04-01
Cloudflare,Inc., 86000, 58.85%
Unknown, 12444, 8.52%
Automattic,Inc, 8393, 5.74%
Squarespace,Inc., 7810, 5.34%
SiteGround, 5330, 3.65%
Sucuri, 4025, 2.75%
Incapsula Inc, 3491, 2.39%
RIPE Network Coordination Centre, 2366, 1.62%
Google LLC, 1287, 0.88%
Digital Ocean, 1185, 0.81%
SingleHop LLC, 1176, 0.8%
None, 924, 0.63%
Hawk Host Inc., 726, 0.5%
Hetzner Online GmbH, 698, 0.48%
A2 Hosting,Inc., 582, 0.4%
Web Hosting, 513, 0.35%
Amazon Technologies Inc., 340, 0.23%
webhost1.net., 314, 0.21%
Linode, 255, 0.17%
MCI Communications Services,Inc. d/b/a Verizon Business, 244, 0.17%
Nazwa, 238, 0.16%
SYNERGY WHOLESALE PTY LTD, 227, 0.16%
Master Internet, 207, 0.14%
OVH, 202, 0.14%
Zenbox, 180, 0.12%
Inhosted Lp., 168, 0.11%
ANS Communications,Inc, 151, 0.1%
Liquid Web, 151, 0.1%
Asiatech Data Transfer Inc PLC, 149, 0.1%
Vultr Holdings,LLC, 124, 0.08%
Hostopia Australia Web Pty Ltd, 107, 0.07%
HostDime.com,Inc., 101, 0.07%
DIGITAL PACIFIC PTY LTD, 98, 0.07%
CrocWeb, 90, 0.06%
Hostopia Australia Pty Ltd, 85, 0.06%
Interserver,Inc, 78, 0.05%
Amazon.com,Inc., 75, 0.05%
atman.pl., 74, 0.05%
Gino, 74, 0.05%
Turhost, 69, 0.05%
PrivateSystems Networks GA, 68, 0.05%
Microsoft Corporation, 68, 0.05%
Rochen US,Inc., 66, 0.05%
iWeb Technologies Inc., 65, 0.04%
Incapsula Inc., 65, 0.04%
Server Central Network, 64, 0.04%
Amazon Data Services Ireland Limited, 59, 0.04%
co.uk., 59, 0.04%
Early registration addresses, 56, 0.04%
NetInternet Information Technologies Inc., 55, 0.04%
Online S.A.S., 53, 0.04%
NOC4Hosts Inc., 52, 0.04%
Hostwinds LLC., 52, 0.04%
Niagahoster, 49, 0.03%
Steadfast, 48, 0.03%
SoftLayer Technologies Inc., 48, 0.03%
zColo, 44, 0.03%
UD Media GmbH, 44, 0.03%
Bigcommerce Inc., 44, 0.03%
SUPERDATA-VN, 43, 0.03%
Rackspace, 41, 0.03%
VeeroTech Systems LLC, 41, 0.03%
Internet Hosting LLC, 41, 0.03%
AZDIGI-VN, 40, 0.03%
A100 ROW GmbH, 40, 0.03%
Hostinger International Limited, 39, 0.03%
H88 S.A., 38, 0.03%
BigScoots, 38, 0.03%
., 38, 0.03%
Cyber Wurx LLC, 33, 0.02%
Surabaya, 33, 0.02%
Amazon Data Services NoVa, 32, 0.02%
Incapsula, 30, 0.02%
The Endurance International Group,Inc., 28, 0.02%
FranTech Solutions, 26, 0.02%
Jakarta - Indonesia, 26, 0.02%
WZ Communications Inc., 25, 0.02%
wiki., 25, 0.02%
TechEVE Ltd, 24, 0.02%
PT Dewaweb Cloud ID, 24, 0.02%
Asia Pacific Network Information Centre, 23, 0.02%
GEEKSTORAGE.COM,LLC, 23, 0.02%
thewebhostserver.com., 23, 0.02%
cement.ua., 22, 0.02%
12seemeilen.de., 22, 0.02%
Transferred to the RIPE region on 2018-08-27T14, 21, 0.01%
WholeSale Internet,Inc., 21, 0.01%
Vietnam Internet Network Information Center (VNNIC), 21, 0.01%
DigitalFyre Internet Solutions,LLC., 20, 0.01%
PRETECS NETWORKS INC., 20, 0.01%
Beijing 100088, 19, 0.01%
iq.pl., 19, 0.01%
RamNode LLC, 19, 0.01%
Tajo Tecnologia Ltda, 18, 0.01%
lebenshilfe-betreuungsverein.de., 18, 0.01%
SECURED SERVERS LLC, 18, 0.01%
SoftLayer Dutch Holdings B.V., 18, 0.01%
server.lu., 17, 0.01%
Host Duplex,LLC, 17, 0.01%
UnoEURO, 17, 0.01%
Bertina Technology, 17, 0.01%
H4Y Technologies LLC, 16, 0.01%
yourwebhoster.com., 16, 0.01%
trwww.com., 16, 0.01%
Contabo GmbH, 16, 0.01%
Serverfreak Technologies Sdn Bhd, 16, 0.01%
NETSCOUT, 16, 0.01%
