2019-05-01
Cloudflare,Inc., 86531, 57.84%
Unknown, 13166, 8.8%
Automattic,Inc, 8417, 5.63%
Squarespace,Inc., 7839, 5.24%
SiteGround, 5400, 3.61%
Sucuri, 4101, 2.74%
Incapsula Inc, 3535, 2.36%
Google LLC, 2505, 1.67%
RIPE Network Coordination Centre, 2378, 1.59%
Digital Ocean, 1317, 0.88%
SingleHop LLC, 1185, 0.79%
None, 945, 0.63%
Hawk Host Inc., 729, 0.49%
Hetzner Online GmbH, 679, 0.45%
A2 Hosting,Inc., 574, 0.38%
Web Hosting, 491, 0.33%
Amazon Technologies Inc., 374, 0.25%
Linode, 334, 0.22%
Nazwa, 261, 0.17%
MCI Communications Services,Inc. d/b/a Verizon Business, 240, 0.16%
SYNERGY WHOLESALE PTY LTD, 219, 0.15%
Master Internet, 205, 0.14%
OVH, 199, 0.13%
Zenbox, 176, 0.12%
Liquid Web, 160, 0.11%
ANS Communications,Inc, 156, 0.1%
Inhosted Lp., 156, 0.1%
Asiatech Data Transfer Inc PLC, 146, 0.1%
DigiRock,Inc., 140, 0.09%
Vultr Holdings,LLC, 133, 0.09%
Bigcommerce Inc., 126, 0.08%
webhost1.net., 125, 0.08%
Hostopia Australia Web Pty Ltd, 108, 0.07%
HostDime.com,Inc., 102, 0.07%
DIGITAL PACIFIC PTY LTD, 102, 0.07%
CrocWeb, 89, 0.06%
Amazon.com,Inc., 86, 0.06%
Hostopia Australia Pty Ltd, 84, 0.06%
Microsoft Corporation, 83, 0.06%
StackPath,LLC., 81, 0.05%
PrivateSystems Networks GA, 77, 0.05%
Interserver,Inc, 77, 0.05%
Gino, 75, 0.05%
Amazon Data Services Ireland Limited, 74, 0.05%
atman.pl., 74, 0.05%
iWeb Technologies Inc., 71, 0.05%
Incapsula Inc., 69, 0.05%
Turhost, 66, 0.04%
Rochen US,Inc., 65, 0.04%
Server Central Network, 64, 0.04%
Cyber Wurx LLC, 60, 0.04%
co.uk., 59, 0.04%
NOC4Hosts Inc., 57, 0.04%
Early registration addresses, 57, 0.04%
Hostwinds LLC., 56, 0.04%
Online S.A.S., 53, 0.04%
GMO DigiRock,Inc., 52, 0.03%
SoftLayer Technologies Inc., 49, 0.03%
Steadfast, 47, 0.03%
NetInternet Information Technologies Inc., 47, 0.03%
Niagahoster, 45, 0.03%
UD Media GmbH, 44, 0.03%
VeeroTech Systems LLC, 44, 0.03%
zColo, 43, 0.03%
A100 ROW GmbH, 43, 0.03%
Rackspace, 43, 0.03%
Internet Hosting LLC, 43, 0.03%
SUPERDATA-VN, 42, 0.03%
Amazon Data Services NoVa, 41, 0.03%
BigScoots, 38, 0.03%
., 36, 0.02%
H88 S.A., 35, 0.02%
Hostinger International Limited, 35, 0.02%
AZDIGI-VN, 33, 0.02%
Asia Pacific Network Information Centre, 32, 0.02%
Surabaya, 32, 0.02%
Incapsula, 31, 0.02%
Transferred to the RIPE region on 2018-08-27T14, 30, 0.02%
The Endurance International Group,Inc., 27, 0.02%
wiki., 26, 0.02%
TechEVE Ltd, 25, 0.02%
ip-92-222-97.eu., 25, 0.02%
GEEKSTORAGE.COM,LLC, 24, 0.02%
cement.ua., 24, 0.02%
